ACCIDENT_NUMBER,EVENT_DATE,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
ERA15FA016,10/16/2014,GAINESVILLE, GA,34.27,-83.837222,FATAL(2),DESTROYED,AIRPLANE,ROCKWELL INTERNATIONAL,112,2,0,0
CEN19FA095,3/10/2019,GALLIANO, LA,29.422778,-90.178334,FATAL(2),DESTROYED,HELICOPTER,BELL,407,2,0,0
CEN21FA125,2/8/2021,GALT, MO,40.10722,-93.37464,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177RG,2,0,0
CEN14LA015,10/23/2013,GALVESTON, TX,29.166667,-95.100278,FATAL(2),SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,P 51D,2,0,0
ERA14FA372,8/2/2014,GANSEVOORT, NY,43.183334,73.633056,FATAL(2),DESTROYED,AIRPLANE,CESSNA,182F,2,0,0
CEN13FA002,10/3/2012,GARY, IN,41.616111,-87.412778,FATAL(2),SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP,SR22,2,0,0
ERA18FA092,2/27/2018,GEORGETOWN, FL,29.430556,-81.676389,FATAL(2),SUBSTANTIAL,AIRPLANE,QUEST AIRCRAFT COMPANY LLC,KODIAC 100,2,0,0
ERA10LA206,4/4/2010,GHENT, NY,42.330278,-73.655278,FATAL(2),SUBSTANTIAL,AIRPLANE,CENTER CHARLES C,X-5,2,0,0
WPR15FA039,11/8/2014,GILROY, CA,37.025556,-121.481111,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,140A,2,0,0
WPR11FA333,7/17/2011,GLENDALE, OR,42.773334,-123.311111,FATAL(2),SUBSTANTIAL,AIRPLANE,DAVIDSON,ZENITH STOL CH701,2,0,0
WPR12FA136,3/14/2012,GOBLE, OR,46.025278,-122.920278,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,150L,2,0,0
CEN15FA422,9/24/2015,GRANBURY, TX,32.438889,-97.813611,FATAL(2),DESTROYED,AIRPLANE,"PIERCE, HENRY",BUSHBY MUSTANG II,2,0,0
CEN21LA096,12/21/2020,GRAND PRAIRIE, TX,32.698778,-97.046917,FATAL,DESTROYED,AIRPLANE,EXPRESS,CT,2,0,0
WPR18FA232,8/21/2018,GRANGER, TX,30.690277,-97.400556,FATAL(2),DESTROYED,HELICOPTER,HUGHES,369,2,0,0
CEN14FA288,6/8/2014,GREAT BEND, KS,38.468889,-98.835,FATAL(2),SUBSTANTIAL,AIRPLANE,SCHRIEBER ROBERT L,P 70,2,0,0
CEN20FA008,10/17/2019,GREEN BAY, WI,44.4225,-87.935833,FATAL(2),SUBSTANTIAL,AIRPLANE,AERONCA,7AC,2,0,0
WPR14FA158,4/6/2014,GREEN RIVER, UT,39.311944,-110.073611,FATAL(2),SUBSTANTIAL,HELICOPTER,ROBINSON HELICOPTER,R22 BETA,2,0,0
CEN19FA148,5/22/2019,GREENFIELD, IN,39.851389,-85.883611,FATAL(2),DESTROYED,AIRPLANE,CESSNA,S550,2,0,0
ERA11FA219,3/30/2011,GREENSBORO, NC,36.078334,-79.990555,FATAL(2),SUBSTANTIAL,AIRPLANE,BEECH,58,2,0,0
ERA18FA264,9/27/2018,GREENVILLE, SC,34.839444,-82.348611,FATAL(2),SUBSTANTIAL,AIRPLANE,DASSAULT,FALCON 50,2,2,0
ERA16FA074,12/17/2015,GREENVILLE, FL,30.354167,-83.610833,FATAL(2),DESTROYED,AIRPLANE,HINTON PAUL M,RV 4,2,0,0
CEN20LA389,9/13/2020,GROTON, SD,45.52861,-98.093055,FATAL,SUBSTANTIAL,AIRPLANE,CHAMPION,8KCAB,2,0,0
WPR10FA142,2/19/2010,GROVELAND, CA,37.863611,-120.171667,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA-32R-301T,2,0,0
WPR19FA154,5/24/2019,GROVER, UT,38.174445,-111.248611,FATAL(2),SUBSTANTIAL,AIRPLANE,CIRRUS,SR22,2,0,0
CEN17FA071,1/5/2017,GURDON, AR,33.899444,93.037222,FATAL(2),DESTROYED,AIRPLANE,COLUMBIA AIRCRAFT MFG,LC41 550FG,2,0,0
CEN13FA217,4/1/2013,GUYMON, OK,36.730556,-101.605278,FATAL(2),DESTROYED,AIRPLANE,MOONEY,M20E,2,0,0
CEN21LA121,2/2/2021,HACKBERRY, LA,30.009412,-93.330048,FATAL,DESTROYED,AIRPLANE,CESSNA,182Q,2,0,0
WPR17FA108,5/27/2017,HAINES, AK,59.093889,-135.376667,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA 30,2,1,0
CEN16FA013,10/14/2015,HAMMOND, LA,30.521667,-90.418334,FATAL(2),DESTROYED,AIRPLANE,CESSNA,421B,2,0,0
ERA11FA183,3/8/2011,HAMPTON, GA,33.379167,-84.350556,FATAL(2),SUBSTANTIAL,AIRPLANE,DEHAVILLAND,DHC-6-100,2,0,0
WPR11FA225,5/17/2011,HANALEI, HI,22.166945,-159.659722,FATAL(2),SUBSTANTIAL,,P&M AVIATION LTD,PEGASUS QUIK 912S,2,0,0
WPR11FA138,2/15/2011,HANAPEPE, HI,21.886944,-159.551111,FATAL(2),SUBSTANTIAL,,AIRBORNE WINDSPORT,EDGE XT-912-L,2,0,0
CEN20LA417,9/24/2020,HARKER HEIGHTS, TX,31.074454,-97.682898,FATAL,SUBSTANTIAL,AIRPLANE,EIPPER,QUICKSILVER,2,0,0
CEN15FA347,8/9/2015,HARRISBURG, IL,37.565556,-88.643333,FATAL(2),SUBSTANTIAL,AIRPLANE,GRUMMAN AMERICAN AVN. CORP.,AA 5A,2,0,0
ERA10LA422,8/14/2010,HARRISON, ME,44.055833,-70.646389,FATAL(2),SUBSTANTIAL,AIRPLANE,TAYLORCRAFT,BC12-D,2,0,0
CEN12LA578,8/24/2012,HART, MI,43.678056,-86.510278,FATAL(2),SUBSTANTIAL,,DESTINY,XLT,2,0,0
WPR16FA124,6/10/2016,HAWTHORNE, CA,33.92,-118.358056,FATAL(2),DESTROYED,AIRPLANE,GRUMMAN AMERICAN AVN. CORP.,AA 1B,2,0,0
CEN12FA161,2/19/2012,HAYDEN, CO,40.483889,-107.228611,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,414A,2,4,0
ANC18FA071,9/22/2018,HEALY, AK,63.900278,-147.733334,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA-12-150,2,0,0
CEN20FA012B,10/23/2019,HEBBRONVILLE, TX,27.3725,-98.633334,FATAL(2),SUBSTANTIAL,HELICOPTER,ROBINSON,R22,2,1,1
CEN20FA012A,10/23/2019,HEBBRONVILLE, TX,27.3725,-98.633334,FATAL(2),DESTROYED,HELICOPTER,ROBINSON,R22 BETA,2,1,1
ERA19FA155,4/23/2019,HENDERSON, KY,37.807222,-87.684444,FATAL(2),SUBSTANTIAL,AIRPLANE,BELLANCA,1730,2,0,0
WPR16FA097,4/30/2016,HENDERSON, NV,39.806667,-115.202778,FATAL(2),DESTROYED,AIRPLANE,EXTRA FLUGZEUGPRODUKTIONS-UND,EA 300/L,2,0,0
CEN19FA164,6/12/2019,HENDERSON, LA,30.402222,-91.809444,FATAL(2),SUBSTANTIAL,AIRPLANE,QUICKSILVER,SPORT 2S,2,0,0
WPR19FA250,9/4/2019,HENEFER, UT,41.015278,-111.580834,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,210,2,0,0
ERA18LA039,12/2/2017,HERNANDO, MS,34.796666,-89.920834,FATAL(2),DESTROYED,GYROPLANE,KEVIN LEUE,SPARROW HAWK,2,0,0
WPR17FA149,7/13/2017,HERRIMAN, UT,40.485555,-112.173611,FATAL(2),DESTROYED,AIRPLANE,AVIAT AIRCRAFT INC,A,2,0,0
WPR18FA171,6/15/2018,HESPERIA, CA,34.372778,-117.309722,FATAL(2),DESTROYED,AIRPLANE,BEECH,A35,2,0,0
CEN10FA101,1/17/2010,HOLLAND, MI,42.675556,-86.125556,FATAL(2),DESTROYED,AIRPLANE,CESSNA,172,2,0,0
ERA16FA309,9/3/2016,HOLLYWOOD, FL,26.046666,-80.061944,FATAL(2),DESTROYED,AIRPLANE,CESSNA,172,2,0,0
WPR10FA107,1/10/2010,HONOLULU, HI,21.325834,-157.766111,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA-32-300,2,0,0
WPR19FA251,9/6/2019,HOOD RIVER, OR,45.673889,-121.542222,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA18,2,0,0
ERA13FA039,10/25/2012,HOOKSETT, NH,43.041389,-71.468889,FATAL(2),SUBSTANTIAL,AIRPLANE,BEECH,A36,2,0,0
ERA19FA201,6/27/2019,HOPE MILLS, NC,34.955,-78.917778,FATAL(2),DESTROYED,AIRPLANE,BEECH,E55,2,1,0
ERA17FA180,5/12/2017,HOPKINSVILLE, KY,36.926111,-87.608611,FATAL(2),DESTROYED,AIRPLANE,BEECH,A36TC,2,0,0
CEN11FA244,3/24/2011,HOT SPRINGS, AR,34.458611,-93.132223,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,182M,2,0,0
CEN21LA018,10/16/2020,HOUMA, LA,29.5521,-90.7514,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,T182,2,0,0
CEN12FA621,9/10/2012,HOUSTON, TX,29.784722,-94.951389,FATAL(2),SUBSTANTIAL,HELICOPTER,ROBINSON HELICOPTER,R22 BETA,2,0,0
CEN19FA279,8/20/2019,HOWELL, MI,42.624723,-83.973334,FATAL(2),SUBSTANTIAL,AIRPLANE,AERO COMMANDER,200,2,0,0
CEN11FA431,6/29/2011,HOWELL, MI,42.623611,-83.968611,FATAL(2),SUBSTANTIAL,AIRPLANE,BOSONETTO,THORP T-18,2,0,0
ERA14FA192,4/11/2014,HUGHESTON, WV,38.215833,-81.394444,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA-32RT-300T,2,0,0
CEN14FA014,10/21/2013,HUNTSVILLE, AR,35.896389,-93.760556,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA 32R-301,2,0,0
WPR16FA036,12/10/2015,HURRICANE, UT,37.08,-113.21,FATAL(2),SUBSTANTIAL,AIRPLANE,BARNETT ALLEN S,RV7,2,0,0
ERA18FA114,3/25/2018,HYDRO, OK,35.454444,-98.562778,FATAL(2),DESTROYED,AIRPLANE,BEECH,V35,2,0,0
WPR13FA281,6/22/2013,IDAHO FALLS, ID,43.508056,-112.068889,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA-30,2,1,0
CEN16LA310,8/5/2016,INDIANOLA, IA,41.415278,-93.561389,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA-11,2,0,0
CEN16FA269,7/18/2016,ISHPEMING, MI,46.411111,-87.768611,FATAL(2),SUBSTANTIAL,AIRPLANE,AERONCA,11AC,2,0,0
DCA16FA199,7/6/2016,ITALY, TX,32.246111,-96.919723,FATAL(2),DESTROYED,HELICOPTER,BELL,525,2,0,0
WPR20FA031,11/22/2019,JACKPOT, NV,41.967778,-114.646111,FATAL(2),DESTROYED,AIRPLANE,GRUMMAN,AA5,2,0,0
WPR13FA405,9/11/2013,JACKSON HOLE, WY,43.590555,-110.743333,FATAL(2),SUBSTANTIAL,AIRPLANE,KAMTZ,RV-7A,2,0,0
ERA17FA313,9/5/2017,JACKSONBURG, WV,39.461667,-80.958333,FATAL(2),DESTROYED,AIRPLANE,CIRRUS DESIGN CORP,SR20,2,0,0
WPR13FA300,6/29/2013,JACUMBA, CA,32.616389,-116.164722,FATAL(2),SUBSTANTIAL,GLIDER,ALLSTAR PZL GLIDER,SZD-54-2 PERKOZ,2,0,0
CEN21FA130,2/16/2021,JANESVILLE, WI,42.595377,-89.030245,FATAL,SUBSTANTIAL,AIRPLANE,VELOCITY,VTWIN,2,0,0
ERA10LA266,5/15/2010,JENSEN BEACH, FL,27.287222,-80.208611,FATAL(2),SUBSTANTIAL,AIRPLANE,AEROSTAR S A,YAK-52,2,0,0
ERA19FA243,8/11/2019,JERSEY SHORE, PA,41.2075,-77.219167,FATAL(2),SUBSTANTIAL,AIRPLANE,POBEREZNY,ACRO SPORT II,2,0,0
WPR14FA012,10/9/2013,JULIAN, CA,33.1625,-116.959722,FATAL(2),DESTROYED,AIRPLANE,MOONEY,M20E,2,0,0
CEN14FA051,11/12/2013,JUNCTION, TX,30.483056,-99.796944,FATAL(2),DESTROYED,AIRPLANE,CESSNA,T310R,2,0,0
ANC11FA069,7/24/2011,JUNEAU, AK,58.266667,-134.533333,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,182P,2,0,0
CEN18LA150,4/27/2018,KALKASKA, MI,44.674445,-85.235833,FATAL(2),DESTROYED,AIRPLANE,WOLFE,KITFOX V,2,0,0
CEN13FA496,8/18/2013,KANSAS CITY, MO,39.111944,94.36,FATAL(2),SUBSTANTIAL,AIRPLANE,MOONEY,M20J,2,0,0
CEN18FA359,8/31/2018,KAPLAN, LA,30.038889,-92.370834,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA28R,2,0,0
ANC15FA066,8/22/2015,KASILOF, AK,60.305556,-151.379167,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,180,2,0,0
WPR14FA135,3/11/2014,KEKAHA, HI,21.966111,-159.668334,FATAL(2),SUBSTANTIAL,WEIGHT-SHIFT,EVOLUTION TRIKES,REVO,2,0,0
ERA19FA163,5/4/2019,KENT ISLAND, MD,38.815833,-76.383056,FATAL(2),DESTROYED,HELICOPTER,GUIMBAL,CABRI,2,0,0
CEN15FA141,2/11/2015,KERSEY, CO,40.341666,-104.559167,FATAL(2),DESTROYED,AIRPLANE,RICHARD LACOURSE,WHEELER EXPRESS,2,0,0
CEN15FA388,8/30/2015,KEWANEE, IL,39.253611,87.798333,FATAL(2),SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP,SR22,2,1,0
ERA12FA193,2/23/2012,KEY WEST, FL,24.602222,-81.750556,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,172S,2,0,0
CEN16FA054,12/6/2015,KEYTESVILLE, MO,39.541944,-92.898889,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,140,2,0,0
CEN19LA056,1/21/2019,KIDRON, OH,40.761111,-81.778889,FATAL(2),SUBSTANTIAL,AIRPLANE,DOUGLAS,DC3C,2,0,0
CEN10FA424,7/22/2010,KINGFISHER, OK,35.7825,-97.914167,FATAL(2),SUBSTANTIAL,HELICOPTER,EUROCOPTER,AS 350 B2,2,1,0
CEN19FA122,4/21/2019,KINGSLAND, TX,30.678334,-98.4175,FATAL(2),DESTROYED,AIRPLANE,RANS,S7,2,0,0
CEN18FA147,4/25/2018,KINGSVILLE, TX,27.503889,-97.812222,FATAL(2),DESTROYED,AIRPLANE,NORTH AMERICAN,SNJ 5,2,0,0
CEN14FA042,11/5/2013,KIRKSVILLE, MO,40.145833,-92.528334,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA-32R-301,2,0,0
ERA11FA133,2/2/2011,KISSIMMEE, FL,28.296389,-81.426111,FATAL(2),SUBSTANTIAL,AIRPLANE,POTEZ-AIR FOUGA,CM 170 MAGISTER,2,0,0
WPR18FA001,10/1/2017,KLAMATH FALLS, OR,42.253611,-122.265556,FATAL(2),DESTROYED,AIRPLANE,CIRRUS DESIGN CORP,SR22,2,0,0
WPR19FA216,8/11/2019,KOOSKIA, ID,46.157778,-115.919723,FATAL(2),SUBSTANTIAL,AIRPLANE,LANCAIR,LANCAIR IV,2,0,0
ERA15FA147,3/8/2015,KOSCIUSKO, MS,33.095555,-89.56,FATAL(2),SUBSTANTIAL,AIRPLANE,BELLANCA,8KCAB,2,0,0
ANC14FA022,4/8/2014,KWETHLUK, AK,60.524723,-161.087222,FATAL(2),DESTROYED,AIRPLANE,CESSNA,208B,2,0,0
CEN13FA351,6/15/2013,LA POINTE, WI,46.787222,-90.766111,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA-24-260,2,0,0
CEN18FA267,7/15/2018,LA PORTE, TX,29.674445,-95.056389,FATAL(2),SUBSTANTIAL,AIRPLANE,KOLB,TWINSTAR,2,0,0
ERA12FA194,2/26/2012,LACEYS SPRING, AL,34.570278,-86.594444,FATAL(2),SUBSTANTIAL,AIRPLANE,STROUT FRANK,AVENTURA II,2,0,0
CEN17FA288,7/27/2017,LADDONIA, MO,39.334444,-91.685833,FATAL(2),DESTROYED,AIRPLANE,ZENITH,CH701SP,2,0,0
ERA19FA249,8/17/2019,LAGRANGEVILLE, NY,41.7,-73.729167,FATAL(2),DESTROYED,AIRPLANE,CESSNA,T303,2,4,0
WPR17FA101,5/8/2017,LAKE BERRYESSA, CA,38.540277,-122.142777,FATAL(2),SUBSTANTIAL,AIRPLANE,ICON AIRCRAFT INC,A5,2,0,0
CEN12FA271,5/3/2012,LAKE IN THE HILLS, IL,42.2075,-88.308889,FATAL(2),SUBSTANTIAL,AIRPLANE,BEECH,S35,2,0,0
WPR10LA104,1/9/2010,LAKE ISABELLA, CA,36.798333,-119.741666,FATAL(2),SUBSTANTIAL,,AIRBORNE,STREAK 2,2,0,0
WPR11FA027,10/23/2010,LAKE MATHEWS, CA,33.846111,-117.423889,FATAL(2),SUBSTANTIAL,AIRPLANE,REED,GLASAIR III SH-3R,2,0,0
CEN13FA438,7/27/2013,LAKE MICHIGAN, WI,42.943611,-87.771945,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA-28R-200,2,0,0
CEN15FAMS1,11/12/2014,LAKE PONTCHARTRAIN, LA,30.090833,-89.995833,FATAL(2),MISSING,AIRPLANE,CESSNA,172K,2,0,0
WPR20LA212,7/7/2020,LAKE TAHOE, CA,38.840721,-120.010032,FATAL,DESTROYED,AIRPLANE,CESSNA,172,2,0,0
ERA18FA244,9/9/2018,LAKE WORTH, FL,26.608889,-80.083334,FATAL(2),DESTROYED,AIRPLANE,CESSNA,335,2,0,0
ERA16FA012,10/13/2015,LAKE WORTH, FL,26.616389,-80.095,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA 28-180,2,0,0
ERA15FA109,1/22/2015,LAKELAND, FL,28.021111,-82.044444,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA-23,2,0,0
CEN19FA307,9/8/2019,LAKEVIEW, SD,43.039444,-100.805556,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,140,2,0,0
ERA14FA459A,9/27/2014,LANCASTER, NY,42.898333,-78.580556,FATAL(2),DESTROYED,AIRPLANE,CESSNA,172M,2,0,2
ERA14FA459B,9/27/2014,LANCASTER, NY,42.898333,-78.580556,FATAL(2),SUBSTANTIAL,AIRPLANE,KEVIN D'ANGELO,SEAREY,2,0,2
WPR11FA381,8/14/2011,LANDER, WY,42.753611,-109.154167,FATAL(2),DESTROYED,AIRPLANE,BEECH,A36,2,0,0
WPR21FA045,11/11/2020,LANGLEY, WA,48.017512,-122.43772,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,177,2,0,0
CEN18FA116,3/8/2018,LAREDO, TX,27.560833,-99.4575,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA 31P,2,0,0
CEN18FA009,10/12/2017,LAS CRUCES, NM,32.336944,-106.916389,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,182H,2,0,0
WPR19FA252,9/7/2019,LAS VEGAS, NV,35.971389,-115.133889,FATAL(2),DESTROYED,AIRPLANE,BEECH,C24,2,2,0
WPR21LA030,10/29/2020,LAS VEGAS, NV,36.026127,-115.19351,FATAL,DESTROYED,AIRPLANE,CESSNA,310,2,0,0
WPR10FA449,9/6/2010,LAS VEGAS, NV,36.015,-115.154167,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA-32RT-300,2,2,0
WPR20FA013,10/23/2019,LAS VEGAS, NV,36.146944,-115.381667,FATAL(2),SUBSTANTIAL,HELICOPTER,ROBINSON,R44,2,0,0
CEN16FA378,9/20/2016,LEE'S SUMMIT, MO,38.960556,-94.375556,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA 28-235,2,0,0
ERA13FA402,9/2/2013,LENOX TWP., PA,41.724723,-75.693055,FATAL(2),DESTROYED,AIRPLANE,CESSNA,T-50,2,0,0
CEN16FA282,7/24/2016,LESHARA, NE,41.3325,-96.438611,FATAL(2),SUBSTANTIAL,AIRPLANE,BEECH,95 B55 (T42A),2,0,0
CEN11FA195,2/17/2011,LEVELLAND, TX,33.549444,-102.372223,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,182P,2,2,0
ERA11FA078,12/5/2010,LEVERETT, MA,42.444166,-72.491944,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,U206G,2,2,0
WPR13FA073,12/19/2012,LIBBY, MT,48.320556,-115.475556,FATAL(2),DESTROYED,AIRPLANE,BEECH,B100,2,0,0
CEN19FA029,11/17/2018,LIBERAL, KS,36.985,-100.955278,FATAL(2),SUBSTANTIAL,AIRPLANE,BEECH,55,2,0,0
CEN10FA320,6/13/2010,LIDDERDALE, IA,42.118056,-94.804167,FATAL(2),DESTROYED,AIRPLANE,BEECH,A36,2,0,0
ERA14FA350,7/23/2014,LILLIAN, AL,30.446389,-87.437222,FATAL(2),SUBSTANTIAL,AIRPLANE,WILDERODER,GREAT LAKES 2TIA,2,0,0
WPR10FA273,5/30/2010,LINCOLN, MT,47.008889,-112.819167,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA-34-220T,2,0,0
WPR10LA293,6/14/2010,LINCOLN, CA,38.903056,-121.338889,FATAL(2),SUBSTANTIAL,AIRPLANE,RANS,COYOTE II S6,2,0,0
ERA18FA197,7/24/2018,LINCOLNTON, NC,35.484722,-81.165833,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA32R,2,0,0
ERA16FA063,12/7/2015,LINESVILLE, PA,41.693611,-80.424723,FATAL(2),SUBSTANTIAL,AIRPLANE,TIMOTHY C WILLIAMS,CCK-1865,2,0,0
CEN17FA012,10/6/2016,LINO LAKES, MN,45.193333,-93.137777,FATAL(2),DESTROYED,HELICOPTER,FAIRCHILD HILLER,FH 1100,2,0,0
WPR14FA302,7/20/2014,LITTLEFIELD, AZ,36.55,-113.25,FATAL(2),DESTROYED,AIRPLANE,CESSNA,172K,2,0,0
CEN13FA213,3/30/2013,LITTLEFIELD, TX,33.923889,-102.386666,FATAL(2),SUBSTANTIAL,GLIDER,SCHLEICHER,ALEXANDER,2,0,0
WPR10FA234,5/9/2010,LIVERMORE, CA,37.811667,-121.801944,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA-28-235,2,0,0
CEN12FA570,8/25/2012,LLANO, TX,30.784444,-98.660278,FATAL(2),SUBSTANTIAL,AIRPLANE,AMERICAN,AA-1,2,0,0
CEN15LA004,10/4/2014,LOMA, CO,39.195833,-108.813056,FATAL(2),SUBSTANTIAL,GYROCRAFT,CELIER AVIATION,XENON R,2,0,0
CEN12FA199B,3/23/2012,LONGMONT, CO,40.153611,-105.055278,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,180,2,1,0
CEN12FA199A,3/23/2012,LONGMONT, CO,40.153611,-105.055278,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,172S,2,1,0
WPR18FA210,8/2/2018,LOPEZ ISLAND, WA,48.491389,-122.942222,FATAL(2),SUBSTANTIAL,AIRPLANE,MOONEY,M20J,2,0,0
CEN14FA077,12/8/2013,LOS ALAMOS, NM,35.8775,-106.269167,FATAL(2),DESTROYED,AIRPLANE,AVIAT AIRCRAFT INC,A-1C-200,2,0,0
WPR10FA116,1/18/2010,LYTLE CREEK, CA,34.207222,-117.433056,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,340,2,0,0
ERA13FA256,5/27/2013,MACON, GA,32.663889,-83.603056,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA-32R-300,2,0,0
WPR19FA121,4/25/2019,MADERA, CA,36.998055,-120.126389,FATAL(2),SUBSTANTIAL,AIRPLANE,TL ULTRALIGHT SRO,STINGSPORT,2,0,0
ERA10FA115,1/18/2010,MADISON, AL,34.692222,-86.791666,FATAL(2),SUBSTANTIAL,AIRPLANE,BEECH,B-60,2,0,0
CEN11LA569,8/13/2011,MADRID, IA,41.825278,-93.841111,FATAL(2),SUBSTANTIAL,AIRPLANE,FAIRCHILD,M-62,2,0,0
ERA19FA193,6/12/2019,MAITLAND, FL,28.620278,-81.349166,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,182,2,0,0
ERA20LA262,7/28/2020,MALBIS, AL,30.713333,-87.705001,FATAL,SUBSTANTIAL,AIRPLANE,BEECH,F33,2,0,0
ERA19FA107,2/23/2019,MANSFIELD, MA,42.004444,-71.199722,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,172,2,0,0
ERA19FA266,9/8/2019,MARATHON, FL,24.7325,-81.07,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,210,2,0,0
WPR16FA064,2/5/2016,MARICOPA, AZ,33,-112.121945,FATAL(2),SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,F51,2,0,0
WPR17FA151,7/13/2017,MARINELAND, FL,29.661944,-81.215833,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA 44-180,2,0,0
CEN18FA132B,4/2/2018,MARION, IN,40.490833,-85.679723,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,525C,2,0,5
CEN18FA132A,4/2/2018,MARION, IN,40.490833,-85.679723,FATAL(2),DESTROYED,AIRPLANE,CESSNA,150,2,0,5
CEN13FA030,10/24/2012,MARYLAND HEIGHTS, MO,38.773611,-90.492777,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA-28-140,2,0,0
CEN10FA141,3/5/2010,MARYSVILLE, OH,40.223889,-83.350833,FATAL(2),SUBSTANTIAL,AIRPLANE,EVEKTOR-AEROTECHNIK AS,SPORTSTAR PLUS,2,0,0
ANC18FA012,12/10/2017,MAUNALOA, HI,21.133056,-157.149722,FATAL(2),DESTROYED,AIRPLANE,CESSNA,U206,2,0,0
ERA19LA072,12/20/2018,MAYPORT, FL,30.400556,-81.384444,FATAL(2),DESTROYED,AIRPLANE,PIPER,PA46,2,0,0
WPR15FA212,7/11/2015,MAZAMA, WA,48.521111,-120.746666,FATAL(2),DESTROYED,AIRPLANE,BEECH,A35,2,1,0
CEN15FA362,8/17/2015,MCALLEN, TX,26.164444,-98.2325,FATAL(2),DESTROYED,AIRPLANE,ZENAIR LTD,CH 2000,2,0,0
ERA13FA295,6/20/2013,MCCLELLANVILLE, SC,33.061944,-79.523611,FATAL(2),DESTROYED,AIRPLANE,ROCKWELL INTERNATIONAL,690B,2,0,0
ANC11FA077,8/13/2011,MCGRATH, AK,63.101944,-156.990277,FATAL(2),SUBSTANTIAL,AIRPLANE,CESSNA,207,2,4,0
ANC10FA069,8/12/2010,MCGRATH, AK,63.496111,-154.915278,FATAL(2),SUBSTANTIAL,AIRPLANE,PIPER,PA-18-150,2,0,0
WPR19FA244,8/27/2019,MCKENZIE BRIDGE, OR,44.1825,-122.078334,FATAL(2),DESTROYED,AIRPLANE,CESSNA,172,2,0,0
ERA20FA074,1/9/2020,MECHANICSBURG, PA,40.227778,-77.020278,FATAL(2),DESTROYED,HELICOPTER,ROBINSON,R66,2,0,0
ERA17FA317,9/8/2017,MEDFORD, NJ,39.934166,-74.807222,FATAL(2),SUBSTANTIAL,HELICOPTER,SCHWEIZER,269C,2,0,0
