ACCIDENT_NUMBER,EVENT_DATE,CITY,STATE,LATITUDE,LONGITUDE,INJURY_SEVERITY,AIRCRAFT_DAMAGE,AIRCRAFT_CATEGORY,MAKE,MODEL,TOTAL_FATALITIES,TOTAL_INJURIES,TOTAL_UNINJURED
WPR10LA299,6/19/2010,MAY, ID,44.610278,-113.894722,FATAL(1),SUBSTANTIAL,AIRPLANE,OLIVER,VANS RV-9A,1,0,0
ERA17FA088,1/14/2017,MAYO, FL,30.121389,-83.225556,FATAL(1),SUBSTANTIAL,AIRPLANE,SHARPE WILLIAM L,BUCCANEER II B,1,0,0
ANC15LA035,6/4/2015,MCCARTHY, AK,61.456667,-142.471389,FATAL(1),MINOR,AIRPLANE,PIPER,PA 18-150,1,0,0
CEN15FA056,11/23/2014,MCDADE, TX,30.345833,-97.206667,FATAL(1),SUBSTANTIAL,AIRPLANE,AERO COMMANDER,500A,1,0,0
CEN19FA020,11/2/2018,MCDOUGAL, AR,36.436666,-90.4525,FATAL(1),DESTROYED,HELICOPTER,HUGHES,369,1,2,0
WPR14FA037,10/28/2013,MCMINNVILLE, OR,45.224445,-123.203333,FATAL(1),SUBSTANTIAL,AIRPLANE,MUSICK,LANCAIR 235,1,0,0
ERA12LA541,9/1/2012,MCVEYTOWN, PA,40.451111,-77.826389,FATAL(1),SUBSTANTIAL,HELICOPTER,JOHNSTON DOUGLAS S,SAFARI,1,0,0
CEN16FA086,1/14/2016,MEEKER, CO,40.052222,-108.278611,FATAL(1),DESTROYED,AIRPLANE,BEECH,C35,1,0,0
CEN11FA053,11/3/2010,MEEKER, CO,40.188611,-107.906667,FATAL(1),SUBSTANTIAL,HELICOPTER,BELL,206,1,1,0
WPR20LA224,7/17/2020,MEHAMA, OR,44.794723,-122.619163,FATAL,DESTROYED,HELICOPTER,HILLER,UH 12D,1,0,0
WPR19FA150,5/19/2019,MELBA, ID,43.423056,-116.7125,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,35,1,0,0
WPR18FA155,5/30/2018,MELVILLE, NY,40.768334,-73.390277,FATAL(1),SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,SNJ 2,1,0,0
WPR10FA217,4/27/2010,MERCED, CA,37.286389,-120.454444,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-30,1,0,0
CEN19FA155,5/28/2019,MERTZON, TX,31.2604781,-100.8207058,FATAL(1),DESTROYED,AIRPLANE,CESSNA,R172,1,0,0
CEN20LA134,3/29/2020,MESQUITE, TX,32.761944,-96.515556,FATAL(1),DESTROYED,AIRPLANE,MUSE,P51D,1,0,0
WPR20LA028,11/11/2019,METALINE, WA,48.807222,-117.291944,FATAL(1),MISSING,AIRPLANE,CESSNA,182,1,0,0
ERA17FA117,2/28/2017,METHUEN, MA,42.722778,-71.135833,FATAL(1),SUBSTANTIAL,AIRPLANE,LAVENDER ALAN P,SONEX,1,0,0
CEN12FA188,3/18/2012,MEXICO, MO,39.154444,-91.8175,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-28-161,1,1,0
CEN18FA050,12/10/2017,MIAMI, FL,25.644444,-80.455833,FATAL(1),DESTROYED,AIRPLANE,SMITH,AEROSTAR 601,1,0,0
ERA11FA274,5/2/2011,MIAMI GARDENS, FL,25.925,-80.260833,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,E18S,1,0,0
ERA17FA145,4/4/2017,MICANOPY, FL,29.465278,-82.375,FATAL(1),DESTROYED,GLIDER,PIPISTREL,VIRUS SW,1,0,0
ERA20FA025,10/31/2019,MIDDLEBURG, FL,30.0125,-81.78,FATAL(1),DESTROYED,AIRPLANE,VANS,RV 4,1,0,0
ERA17FA072,12/23/2016,MIDDLEBURY, VT,43.981389,-73.094444,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,0,0
ERA14LA409,8/27/2014,MIDDLETON, TN,35.184444,-88.895277,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,A188B,1,0,0
ERA18FA141,5/5/2018,MIDDLETOWN, NY,41.426111,-74.403889,FATAL(1),SUBSTANTIAL,AIRPLANE,AERONCA,7AC,1,1,0
CEN14LA272,6/1/2014,MIDDLETOWN, OH,39.531945,-84.396389,FATAL(1),MINOR,AIRPLANE,DEHAVILLAND,DHC 6 200,1,0,1
ERA10LA203,4/2/2010,MIDDLETOWN, DE,39.526667,-75.738333,FATAL(1),SUBSTANTIAL,AIRPLANE,LOPEZ PHILLIP,JABIRU J250,1,1,0
CEN18FA001,10/1/2017,MIDLAND, MI,43.623889,-84.470556,FATAL(1),SUBSTANTIAL,HELICOPTER,BRANTLY,B 2B,1,1,0
CEN15LA404,9/5/2015,MIDLAND, TX,31.908056,-102.200833,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,TR182,1,3,0
CEN20LA373,9/1/2020,MIDLAND, MI,43.758056,-84.266113,FATAL,SUBSTANTIAL,AIRPLANE,PIPER,PA24,1,1,0
CEN16FA145,4/8/2016,MIDLOTHIAN, TX,32.452778,-96.913333,FATAL(1),SUBSTANTIAL,AIRPLANE,BELLANCA,7GCBC,1,1,0
CEN14FA325,6/28/2014,MIDLOTHIAN, TX,32.463611,-96.914722,FATAL(1),SUBSTANTIAL,AIRPLANE,DOYLE JAMES E,SKYBOLT,1,0,0
ERA21LA085,12/21/2020,MIDWAY, GA,31.718528,-81.319325,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,210L,1,0,0
WPR11FA221,5/9/2011,MILES CITY, MT,46.416945,-105.636944,FATAL(1),SUBSTANTIAL,AIRPLANE,AIR TRACTOR INC,AT-802A,1,0,0
CEN11LA066,11/10/2010,MILFORD, IA,43.298889,-95.328611,FATAL(1),SUBSTANTIAL,AIRPLANE,GEARN GEARY D,SWEARINGEN SX300,1,0,0
WPR11FA147,2/26/2011,MILFORD, UT,38.440833,-113.120278,FATAL(1),SUBSTANTIAL,AIRPLANE,NEEFJES,LANCAIR 360 MK-II,1,0,0
WPR19FA126,5/1/2019,MILL CREEK, CA,40.36,-121.510556,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,182,1,2,0
CEN13LA428,7/21/2013,MILL CREEK, IN,41.580556,-86.530834,FATAL(1),DESTROYED,AIRPLANE,"COOPER, DAVID W.",CHALLENGER II,1,0,0
CEN15LA318,7/25/2015,MILLBURY, OH,41.56,-83.466667,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA38 - 112,1,0,0
ERA12LA535,8/29/2012,MILLVILLE, NJ,39.370278,-75.076111,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,95-A55,1,1,0
CEN12FA571,8/24/2012,MILNER, CO,40.5125,-107.033889,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-24-250,1,0,0
ERA19FA020,10/19/2018,MILTON, FL,30.708611,-86.771111,FATAL(1),SUBSTANTIAL,AIRPLANE,BOWERS,FLYBABY,1,0,0
ERA20FA043,11/24/2019,MILTON, FL,30.6375,-86.993611,FATAL(1),SUBSTANTIAL,AIRPLANE,BUSHBY,BUSHBY MUSTANG M II,1,0,0
WPR16FA160,8/7/2016,MINDEN, NV,39.027223,-119.603333,FATAL(1),SUBSTANTIAL,GLIDER,AMS FLIGHT,CARAT A,1,0,0
WPR13FA116,2/6/2013,MINDEN, NV,38.981389,-119.492777,FATAL(1),DESTROYED,AIRPLANE,CESSNA,172S,1,0,0
WPR18FA091,2/19/2018,MINDEN, NV,39.049722,-119.794166,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA34,1,0,0
ERA19FA256,8/23/2019,MINNEOLA, FL,28.630556,-81.804444,FATAL(1),SUBSTANTIAL,ULTRALIGHT,MORIARTY MARVIN,AVENTURA II,1,0,0
ERA17FA131,3/19/2017,MINTER CITY, MS,33.771945,-90.380556,FATAL(1),DESTROYED,AIRPLANE,AIR TRACTOR INC,AT 602,1,0,0
WPR16FA012,10/14/2015,MISSOULA, MT,46.916389,-114.090555,FATAL(1),DESTROYED,AIRPLANE,BUCKER JUNGMEISTER,BU 133,1,0,0
WPR14FA252,6/18/2014,MOAB, UT,38.417778,-109.239444,FATAL(1),DESTROYED,AIRPLANE,CESSNA,175,1,0,0
WPR17FA035,12/12/2016,MOAB, UT,38.753056,-109.752778,FATAL(1),DESTROYED,AIRPLANE,QUEST AIRCRAFT COMPANY LLC,KODIAK 100,1,0,0
ERA12FA051,10/13/2011,MONCKS CORNER, SC,33.187222,-80.0375,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,150F,1,0,0
ERA15LA001,10/1/2014,MONONGAHELA, PA,40.212222,-79.822223,FATAL(1),SUBSTANTIAL,GYROPLANE,AIR COMMAND,582,1,0,0
ERA17FA153,4/12/2017,MONONGAHELA, PA,40.208611,-79.831111,FATAL(1),DESTROYED,AIRPLANE,HOWARD AIRCRAFT,DGA 15P,1,0,0
ERA19LA221,7/9/2019,MONROE, GA,33.7825,-83.692777,FATAL(1),SUBSTANTIAL,AIRPLANE,HI-MAX,HI-MAX,1,0,0
CEN12FA395,6/26/2012,MONROE CENTER, IL,42.118334,-88.974167,FATAL(1),SUBSTANTIAL,AIRPLANE,NAPPI TITO C,LANCAIR 235M,1,0,0
CEN20LA304,7/24/2020,MONROVIA, IN,39.570644,-86.500495,FATAL,DESTROYED,HELICOPTER,BRANTLY,B2B,1,0,0
CEN17FA249,7/1/2017,MONTICELLO, IA,42.219723,-91.158333,FATAL(1),SUBSTANTIAL,AIRPLANE,FLIGHT DESIGN GMBH,CTSW,1,0,0
CEN19FA109,3/27/2019,MONTOGOMERY, TX,30.510278,-95.770834,FATAL(1),SUBSTANTIAL,HELICOPTER,AEROSPATIALE,AS350,1,2,0
ERA15FA298,8/7/2015,MONTROSE, PA,41.823889,-75.877778,FATAL(1),SUBSTANTIAL,AIRPLANE,MCHUGH TONY,KITFOX MODEL 1,1,0,0
WPR11FA392,8/18/2011,MOORE, ID,43.77,-113.344722,FATAL(1),SUBSTANTIAL,GLIDER,BRIEGLEB,BG-12B,1,0,0
WPR20LA001,10/5/2019,MOORE, UT,38.953889,-110.996389,FATAL(1),SUBSTANTIAL,POWERED PARACHUTE,BUCKEYE,BREEZE,1,0,0
CEN17LA250,7/2/2017,MOORHEAD, MN,46.839166,-96.664167,FATAL(1),DESTROYED,AIRPLANE,NORTH AMERICAN,T-28A,1,0,0
CEN19FA139,5/8/2019,MOOSE LAKE, MN,46.423334,-92.805556,FATAL(1),SUBSTANTIAL,AIRPLANE,MOONEY,M20J,1,0,0
WPR12GA106,2/15/2012,MORAN JUNCTION, WY,43.726111,-110.199722,FATAL(1),SUBSTANTIAL,HELICOPTER,BELL,407,1,2,0
WPR13FA041,11/15/2012,MORGAN, UT,41.175834,-111.721111,FATAL(1),SUBSTANTIAL,AIRPLANE,AMERICAN,AA-1,1,0,0
WPR10LA377,7/31/2010,MORGAN, UT,41.0725,-111.662222,FATAL(1),SUBSTANTIAL,GLIDER,GLASER DIRKS,DG300,1,0,0
ERA12FA409,6/22/2012,MORGANTOWN, WV,39.695833,-79.762222,FATAL(1),SUBSTANTIAL,AIRPLANE,RAYTHEON AIRCRAFT COMPANY,C90GT,1,0,0
WPR19LA181,6/29/2019,MORIARTY, NM,34.837777,-106.113611,FATAL(1),MINOR,GLIDER,ROLLADEN SCHNEIDER,LS4,1,0,0
CEN18FA262,7/10/2018,MORIARTY, NM,34.978056,-106.609167,FATAL(1),SUBSTANTIAL,GLIDER,SCHEMPP-HIRTH FLUGZEUGBAU GMBH,VENTUS 3F,1,0,0
WPR10FA163,3/19/2010,MORTON, WA,46.566667,-122.311389,FATAL(1),SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP,SR22,1,1,0
ERA12FA438,7/11/2012,MOSCOW, TN,35.056389,-89.386389,FATAL(1),SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP,SR20,1,0,0
WPR17FA023,11/18/2016,MOSS BEACH, CA,37.52,-122.511389,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172N,1,1,0
WPR13GA338,7/22/2013,MOUNT CHARLESTON, NV,36.278334,-115.670834,FATAL(1),NONE,HELICOPTER,BELL,HH-1H,1,0,5
ERA10LA365,7/19/2010,MOUNT PLEASANT, SC,32.897777,-79.782778,FATAL(1),SUBSTANTIAL,AIRPLANE,TEXAS AIR VENTURES INC,COMP AIR 8,1,0,0
CEN17LA234,6/17/2017,MOUNT VERNON, OH,40.365278,-82.495277,FATAL(1),MINOR,AIRPLANE,AERONCA,65 CA,1,0,0
CEN15LA026,10/24/2014,MOUNT VERNON, IN,37.903889,-87.790277,FATAL(1),SUBSTANTIAL,AIRPLANE,STEPHENSON,STOL CH 701,1,0,0
WPR18LA163,6/2/2018,MOUNTAIN HOME, ID,43.041666,-115.871667,FATAL(1),SUBSTANTIAL,WEIGHT-SHIFT,NORTH WING,PULSE,1,0,0
WPR12FA255,6/9/2012,MOUNTAIN HOME, ID,43.424445,-115.484722,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-32-300,1,0,0
WPR17FA125,6/9/2017,MOUNTAIN RANCH, CA,38.276389,-120.444722,FATAL(1),DESTROYED,AIRPLANE,BEECH,95 C55,1,0,0
ERA12FA008,10/5/2011,MOYOCK, NC,36.496111,-76.234444,FATAL(1),SUBSTANTIAL,AIRPLANE,AVIAT INC,A-1,1,0,0
WPR19FA077,1/25/2019,MT HOOD, OR,45.377223,-121.692777,FATAL(1),DESTROYED,AIRPLANE,ROCKWELL,112,1,0,0
WPR15FA152,4/21/2015,MT TOM, OR,44.217223,-122.979167,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA 28-140,1,0,0
CEN17FA046,12/2/2016,MT VERNON, IN,37.955,-87.892777,FATAL(1),DESTROYED,AIRPLANE,GORDON,PEGAZAIR P 100,1,0,0
CEN11LA606A,8/21/2011,MT. CLEMENS, MI,42.608333,-82.835555,FATAL(1),NONE,AIRPLANE,BOEING,A75N1(PT17),1,0,2
CEN11LA606B,8/21/2011,MT. CLEMENS, MI,42.608333,-82.835555,FATAL(1),NONE,HELICOPTER,SCHWEIZER,HUGHES 269C,1,0,2
CEN11FA625,9/5/2011,MT. PLEASANT, WI,42.740277,-87.872223,FATAL(1),SUBSTANTIAL,AIRPLANE,SOCATA,TBM 700,1,0,0
ERA15FA204,5/3/2015,MULBERRY, TN,35.220834,-86.433056,FATAL(1),DESTROYED,AIRPLANE,CESSNA,182,1,0,0
WPR18FA026,11/3/2017,MURPHY, ID,43.220556,-116.6625,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA 18-150,1,1,0
WPR12FA298,7/9/2012,MURRIETA, CA,33.563333,-117.0625,FATAL(1),SUBSTANTIAL,HELICOPTER,ROBINSON HELICOPTER,R22 BETA,1,0,1
WPR12FA395,9/3/2012,MURTAUGH, ID,42.238611,-114.160833,FATAL(1),SUBSTANTIAL,AIRPLANE,SKYKITS USA CORP,SAVANNAH ADV,1,0,0
WPR10LA407,8/16/2010,NAMPA, ID,43.581389,-116.523056,FATAL(1),SUBSTANTIAL,AIRPLANE,CLARK,RV-6A,1,0,0
ERA19FA170,5/11/2019,NAPLES, FL,26.2025,-81.707222,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA 30,1,0,0
ERA12FA120,12/22/2011,NASHVILLE, PA,39.892222,-76.851944,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,441,1,0,0
ERA14FA027,10/29/2013,NASHVILLE, TN,36.1075,-86.690555,FATAL(1),DESTROYED,AIRPLANE,CESSNA,172R,1,0,0
CEN14FA435,8/17/2014,NATCHITOCHES, LA,31.735833,-93.099166,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172N,1,1,0
WPR14FA362,9/2/2014,NEIHART, MT,46.858611,-110.678889,FATAL(1),DESTROYED,AIRPLANE,CESSNA,177B,1,3,0
CEN11FA433,6/29/2011,NESHKORO, WI,44.041389,-89.304444,FATAL(1),SUBSTANTIAL,AIRPLANE,KLEMP GREGORY J,CHALLENGER II,1,1,0
CEN11FA337,5/12/2011,NEW ATHENS, IL,38.342777,-89.917778,FATAL(1),SUBSTANTIAL,HELICOPTER,BELL,OH-58C,1,0,0
ERA20FA031,11/4/2019,NEW BEDFORD, MA,41.621111,-70.938333,FATAL(1),DESTROYED,AIRPLANE,CESSNA,150,1,0,0
CEN17FA208,6/3/2017,NEW BERLIN, TX,26.439444,-98.11,FATAL(1),DESTROYED,AIRPLANE,MICHAEL S. LOGAN,KITFOX,1,0,0
ERA17FA190,5/25/2017,NEW CASTLE, DE,39.659167,-75.601111,FATAL(1),DESTROYED,HELICOPTER,EUROCOPTER DEUTSCHLAND GMBH,EC 135,1,0,0
ERA11LA234,4/10/2011,NEW CASTLE, VA,37.473334,-80.103056,FATAL(1),SUBSTANTIAL,GLIDER,LET,L 33 SOLO,1,0,0
CEN19FA134,5/4/2019,NEW ERA, MI,43.564444,-86.418056,FATAL(1),DESTROYED,POWERED PARACHUTE,ALLIANT AVIATION,DESTINY 2000,1,0,0
ERA17FA052,11/19/2016,NEW GRETNA, NJ,39.664722,-74.468056,FATAL(1),SUBSTANTIAL,AIRPLANE,RYAN,NAVION,1,0,0
ERA17FA272,8/11/2017,NEW MILFORD, CT,41.576111,-73.4675,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172,1,2,0
CEN12FA088,11/29/2011,NEW ORLEANS, LA,30.038611,-90.023611,FATAL(1),MINOR,AIRPLANE,"PIPER AIRCRAFT, INC.",PA-31,1,1,0
ERA20FA012,10/17/2019,NEW SALEM, NC,35.149166,-80.362222,FATAL(1),SUBSTANTIAL,HELICOPTER,BELL,206,1,0,0
ERA15FA099,1/13/2015,NEW SMYRNA BEACH, FL,29.039722,-80.895277,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,152,1,0,0
ERA13FA131,2/13/2013,NEW SMYRNA BEACH, FL,29.046111,-80.956944,FATAL(1),DESTROYED,AIRPLANE,CESSNA,T337C,1,0,0
CEN20LA214,6/6/2020,NEW WASHINGTON, IN,38.538612,-85.482498,FATAL,DESTROYED,AIRPLANE,CESSNA,172,1,0,0
ERA19FA191,6/10/2019,NEW YORK, NY,40.761667,-73.981945,FATAL(1),DESTROYED,HELICOPTER,AGUSTA,A109,1,0,0
ERA16LA195,5/27/2016,NEW YORK, NY,40.791666,-73.985277,FATAL(1),SUBSTANTIAL,AIRPLANE,REPUBLIC,P 47D,1,0,0
CEN16LA263,7/9/2016,NEWARK, IL,41.5175,-88.604444,FATAL(1),SUBSTANTIAL,WEIGHT-SHIFT,EVOLUTION TRIKES,REVO,1,0,0
WPR11FA155,3/7/2011,NEWBERRY SPRINGS, CA,34.768889,-116.447777,FATAL(1),SUBSTANTIAL,AIRPLANE,MUSE,KR2,1,0,0
ERA20FA068,1/6/2020,NEWBORN, GA,33.494444,-83.6425,FATAL(1),DESTROYED,AIRPLANE,CESSNA,172,1,0,0
ERA15FA331,8/28/2015,NEWBURGH, NY,41.501111,-74.1075,FATAL(1),DESTROYED,AIRPLANE,CORNELL W F/SAHAKIAN J A JR,GILES 202 (G202),1,0,0
CEN12FA251,4/21/2012,NEWCOMERSTOWN, OH,40.249444,-81.545555,FATAL(1),SUBSTANTIAL,AIRPLANE,CIRRUS DESIGN CORP,SR22,1,0,0
CEN21LA113,1/19/2021,NEWELLTON, LA,32.174435,-91.360249,FATAL,SUBSTANTIAL,AIRPLANE,AIR TRACTOR INC,AT-802A,1,0,0
ERA10LA389,8/1/2010,NEWFANE, NY,43.252778,-78.768334,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,A185F,1,5,0
ERA13LA281,6/12/2013,NEWTON, MS,32.311111,-89.134722,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172K,1,1,0
ERA14FA256,5/25/2014,NEWTON, NC,35.623889,-81.138333,FATAL(1),SUBSTANTIAL,AIRPLANE,STOLP STARDUSTER,SA-300,1,0,0
ERA19FA048,11/17/2018,NICEVILLE, FL,30.528056,-86.438889,FATAL(1),SUBSTANTIAL,AIRPLANE,VANS,RV-12,1,1,0
ERA17LA297,8/27/2017,NICHOLASVILLE, KY,37.884166,-84.608056,FATAL(1),SUBSTANTIAL,WEIGHT-SHIFT,TUKAN,TRIKE,1,0,0
WPR12LA220,5/21/2012,NICOLAUS, CA,38.915278,-121.550278,FATAL(1),SUBSTANTIAL,AIRPLANE,GRUMMAN,G 164D,1,0,0
ANC11FA091B,9/2/2011,NIGHTMUTE, AK,60.605556,-164.598611,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,T207A,1,0,1
ANC11FA091A,9/2/2011,NIGHTMUTE, AK,60.605556,-164.598611,FATAL(1),DESTROYED,AIRPLANE,CESSNA,208B,1,0,1
ANC19FAMS1,3/6/2019,NIKOLAI, AK,63.01145,-154.38378,FATAL(1),DESTROYED,AIRPLANE,CESSNA,172,1,0,0
ANC13FA091,8/30/2013,NIKOLAI, AK,62.2925,-152.353333,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA-18A,1,1,0
ANC17FA018,3/5/2017,NOME, AK,64.448055,-165.091389,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,R172K,1,0,0
WPR19FA118,4/22/2019,NORCO, CA,33.929445,-117.575278,FATAL(1),DESTROYED,AIRPLANE,NORTHROP,N9M,1,0,0
ERA14FA343,7/16/2014,NORTH CAPTIVA ISLAND, FL,26.603611,-82.227223,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-32R-301T,1,0,0
CEN16FA172,5/5/2016,NORTH LITTLE ROCK, AR,34.838333,-92.254444,FATAL(1),DESTROYED,AIRPLANE,CESSNA,310F,1,1,0
CEN20FA098,2/23/2020,NORTH MANCHESTER, IN,40.998055,-85.825556,FATAL(1),SUBSTANTIAL,HELICOPTER,INNOVATOR,MOSQUITTO,1,0,0
WPR14FA349,8/18/2014,NOVATO, CA,38.173889,-122.704722,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,V35B,1,0,0
ANC20LA046,5/14/2020,NUIQSUT, AK,70.735275,-153.737777,FATAL,SUBSTANTIAL,AIRPLANE,CESSNA,A185,1,1,0
ERA16LA210,6/10/2016,NUNDA, NY,42.5875,-77.948611,FATAL(1),NONE,BALLOON,CAMERON,A-225,1,0,1
CEN13LA063,11/19/2012,OAK GROVE, LA,32.508889,-92.843889,FATAL(1),SUBSTANTIAL,AIRPLANE,REDD TOM,QUICKSILVER GT 400,1,0,0
WPR17FA077,3/11/2017,OAKDALE, CA,37.758056,-120.803333,FATAL(1),SUBSTANTIAL,AIRPLANE,CHALLENGER,II,1,0,0
WPR11LA094,1/10/2011,OAKLEY, CA,38.077778,-121.613333,FATAL(1),SUBSTANTIAL,AIRPLANE,ROCKWELL INTERNATIONAL,S-2R,1,0,0
ERA19LA094,2/2/2019,OCALA, FL,29.278611,-82.122223,FATAL(1),SUBSTANTIAL,WEIGHT-SHIFT,AIRBORNE WINDSPORTS,EDGE X,1,0,0
ERA12FA161,1/27/2012,OCALA, FL,29.149166,-82.225278,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,340A,1,1,0
ERA20LA234,7/1/2020,OCALA, FL,29.0925,-82.031944,FATAL,SUBSTANTIAL,AIRPLANE,EVEKTOR AEROTECHNIK,SPORTSTAR,1,0,0
ERA16FA150,4/9/2016,OCALA, FL,29.173889,-82.224167,FATAL(1),SUBSTANTIAL,AIRPLANE,MOONEY,M20K,1,1,0
WPR13FA083,1/2/2013,OCEANO, CA,35.066111,-120.618334,FATAL(1),SUBSTANTIAL,AIRPLANE,LUSCOMBE,8A,1,0,0
WPR10FA369,7/27/2010,OCEANSIDE, CA,33.221945,-117.332778,FATAL(1),SUBSTANTIAL,AIRPLANE,BEECH,95 55,1,0,0
WPR19FA075,1/28/2019,OCEANSIDE, CA,33.210556,-117.369167,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA28,1,1,0
CEN19FA018,10/29/2018,ODANAH, WI,46.527223,-90.6025,FATAL(1),DESTROYED,HELICOPTER,EUROCOPTER,AS350,1,0,0
CEN14GA135,1/31/2014,ODEN, AR,34.62,-93.776389,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,210E,1,0,0
CEN15FA083,12/22/2014,ODESSA, TX,31.983889,-102.528056,FATAL(1),DESTROYED,AIRPLANE,CESSNA,172M,1,0,0
ERA16FA033,11/6/2015,OKEECHOBEE, FL,27.2075,-80.8425,FATAL(1),DESTROYED,AIRPLANE,ZENITH,CH701,1,0,0
CEN11FA075,11/17/2010,OKLAHOMA CITY, OK,35.601944,-97.706111,FATAL(1),SUBSTANTIAL,AIRPLANE,HAWKER-BEECHCRAFT CORPORATION,A36,1,0,0
CEN12LA179,3/3/2012,OKLAHOMA CITY, OK,35.488055,-97.823611,FATAL(1),SUBSTANTIAL,AIRPLANE,SKEETER,1M,1,0,0
CEN14FA506,9/19/2014,OKMULGEE, OK,35.714167,-95.973056,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,172R,1,0,0
ERA10LA431,8/18/2010,OLD FORGE, NY,43.714167,-74.940833,FATAL(1),SUBSTANTIAL,AIRPLANE,MAXAIR,MU 582 DRIFTER,1,1,0
ERA19FA225,7/13/2019,OLIVER SPRINGS, TN,36.040555,-84.306111,FATAL(1),SUBSTANTIAL,AIRPLANE,QUICKSILVER,MXII,1,0,0
CEN14LA336,7/2/2014,OMRO, WI,44.044444,-88.749444,FATAL(1),SUBSTANTIAL,WEIGHT-SHIFT,NORTHWING DESIGN,APACHE SPORT,1,0,0
ERA15FA353,9/12/2015,ONEIDA, TN,36.449166,-84.629445,FATAL(1),DESTROYED,AIRPLANE,AERO VODOCHODY,L39,1,0,0
WPR19FA215,8/9/2019,ONTARIO, OR,44.025834,-117.028334,FATAL(1),SUBSTANTIAL,AIRPLANE,NORTH AMERICAN,T28A,1,1,0
CEN19FA247,8/3/2019,ONTONAGAN, MI,46.699166,-89.472778,FATAL(1),DESTROYED,AIRPLANE,PIPER,PA28,1,0,0
ERA14FA421,9/3/2014,OOLTEWAH, TN,35.077778,-85.055278,FATAL(1),SUBSTANTIAL,AIRPLANE,KLAAS DEVELOPMENT INC,LANCAIR IV P,1,0,0
CEN17FA132,3/16/2017,OPAL, SD,44.874167,-102.416667,FATAL(1),DESTROYED,AIRPLANE,CESSNA,210B,1,0,0
ERA11FA102,1/1/2011,ORANGE, MA,42.576667,-72.29,FATAL(1),SUBSTANTIAL,AIRPLANE,CESSNA,310F,1,1,0
ERA15FA170,3/29/2015,ORANGE, VA,38.251389,-78.037222,FATAL(1),SUBSTANTIAL,AIRPLANE,PIPER,PA-28-140,1,0,0
WPR10LA366,7/23/2010,OREGON CITY, OR,45.275278,-122.568611,FATAL(1),SUBSTANTIAL,AIRPLANE,CLARK,RV-9A,1,0,0
CEN19FA195,7/1/2019,ORLEANS, IN,38.628056,-86.475834,FATAL(1),SUBSTANTIAL,AIRPLANE,RANS,S12,1,0,0
CEN18FA387,9/25/2018,OSCODA, MI,44.416667,-83.485833,FATAL(1),DESTROYED,AIRPLANE,BEECH,200,1,0,0
CEN18FA215,6/9/2018,OSHKOSH, WI,44.017223,-88.549444,FATAL(1),SUBSTANTIAL,HELICOPTER,ROBINSON HELICOPTER,R44,1,0,0
CEN14FA399,7/31/2014,OSHKOSH, WI,43.972223,-88.554167,FATAL(1),SUBSTANTIAL,AIRPLANE,ZIMMERMAN,BREEZY,1,1,0
CEN18FA060,12/23/2017,OSKALOOSA, IA,41.344166,-92.662778,FATAL(1),SUBSTANTIAL,AIRPLANE,X-AIR LLC,XA85,1,0,0
